Group,Species,dry_mass_g,Temp_C,Mortality_yr ,Ref
Mammal,Hydropotes inermis,3375,38,0.213,"1,28"
Mammal,Hydrurga leptonyx,90000,38,0.11,"1,28"
Mammal,Hydrurga leptonyx,90000,38,0.097,"1,28"
Mammal,Hydrurga leptonyx,90000,38,0.097,"1,28"
Mammal,Hyemoschus aquaticus,2713,38,0.196,"1,28"
Mammal,Hyemoschus aquaticus,2713,38,0.182,"1,28"
Mammal,Hylobates agilis,1250,38,0.101,"1,28"
Mammal,Hylobates lar,1250,38,0.101,"1,28"
Mammal,Hylobates syndactylus,2750,38,0.101,"1,28"
Mammal,Hylobates syndactylus,2750,38,0.084,"1,28"
Mammal,Hyperoodon ampullatus,625000,38,0.068,"1,28"
Mammal,Isoodon macrourus,400,38,3.333,"1,28"
Mammal,Isoodon macrourus,400,38,0.909,"1,28"
Mammal,Kobus ellipsiprymnus,52500,38,0.137,"1,28"
Mammal,Kobus kob,29380,38,0.206,3
Mammal,Kobus leche,27690,38,0.169,"1,28"
Mammal,Kobus megaceros,21880,38,0.256,"1,28"
Mammal,Lagenorhynchus acutus,50000,38,0.115,"1,28"
Mammal,Lagenorhynchus acutus,50000,38,0.093,"1,28"
Mammal,Lagostrophus fasciatus,425,38,0.667,"1,28"
Mammal,Lama guanicoe,21250,38,0.127,"1,28"
Mammal,Lemur catta,500,38,0.093,"1,28"
Mammal,Leptailurus serval,3000,38,0.11,"1,28"
Mammal,Lepus americanus,427.5,38,0.526,"1,28"
Mammal,Lepus europaeus,950,38,0.213,"1,28"
Mammal,Lepus timidus,625,38,0.286,"1,28"
Mammal,Liomys adspersus,16.25,38,2,"1,28"
Mammal,Litocranius walleri,9500,38,0.323,"1,28"
Mammal,Litocranius walleri,9500,38,0.213,"1,28"
Mammal,Lobodon carcinophagus,56250,38,0.11,"1,28"
Mammal,Lobodon carcinophagus,56250,38,0.084,"1,28"
Mammal,Lobodon carcinophagus,56250,38,0.07,"1,28"
Mammal,Lobodon carcinophagus,56250,38,0.065,"1,28"
Mammal,Loxodonta africana,985000,38,0.042,"1,28"
Mammal,Loxodonta africana,985000,38,0.036,"1,28"
Mammal,Loxodonta africana,1652000,38,0.04,3
Mammal,Lycaon pictus,5513,38,0.256,"1,28"
Mammal,Lycaon pictus,5513,38,0.233,"1,28"
Mammal,Macaca arctoides,2500,38,0.084,"1,28"
Mammal,Macaca mulatta,1150,38,0.087,3
Mammal,Macaca mulatta,2500,38,0.084,"1,28"
Mammal,Macaca nemestrina,2500,38,0.084,"1,28"
Mammal,Macaca radiata,2500,38,0.127,"1,28"
Mammal,Macaca silenus,2500,38,0.084,"1,28"
Mammal,Macaca sinica,1000,38,0.084,"1,28"
Mammal,Macaca sylvanus,1750,38,0.127,"1,28"
Mammal,Macaca sylvanus,1750,38,0.115,"1,28"
Mammal,Macropus agilis,3750,38,0.256,"1,28"
Mammal,Macropus antilopinus,6813,38,0.159,"1,28"
Mammal,Macropus dorsalis,2813,38,0.169,"1,28"
Mammal,Macropus eugenii,1625,38,0.182,"1,28"
Mammal,Macropus fuliginosus,5500,38,0.127,"1,28"
Mammal,Macropus giganteus,6469,38,0.128,"1,28"
Mammal,Macropus giganteus,6469,38,0.127,"1,28"
Mammal,Macropus parma,1125,38,0.37,"1,28"
Mammal,Macropus parma,1125,38,0.323,"1,28"
Mammal,Macropus parryi,3375,38,0.256,"1,28"
Mammal,Macropus robustus,5316,38,0.137,"1,28"
Mammal,Macropus rufogriseus,4213,38,0.169,"1,28"
Mammal,Macropus rufogriseus,4213,38,0.137,"1,28"
Mammal,Macropus rufus,11560,38,0.127,"1,28"
Mammal,Macropus rufus,11560,38,0.115,"1,28"
Mammal,Macropus rufus,11560,38,0.084,"1,28"
Mammal,Marmota marmota,1313,38,0.169,"1,28"
Mammal,Martes martes,325,38,0.256,"1,28"
Mammal,Martes zibellina,295,38,0.28,3
Mammal,Mazama americana,5700,38,0.213,"1,28"
Mammal,Mazama americana,5700,38,0.213,"1,28"
Mammal,Megaptera novaeangliae,7500000,38,0.033,"1,28"
Mammal,Megaptera novaeangliae,7500000,38,0.026,"1,28"
Mammal,Mellivora capensis,2000,38,0.096,"1,28"
Mammal,Mephitis mephitis,521.3,38,0.435,"1,28"
Mammal,Mesocricetus auratus,26.25,38,0.909,"1,28"
Mammal,Mesocricetus auratus,26.25,38,0.256,"1,28"
Mammal,Microgale dobsoni,9.75,38,0.467,"1,28"
Mammal,Microgale talazaci,12.5,38,0.45,"1,28"
Mammal,Micromys minutus,1.5,38,2,"1,28"
Mammal,Microtus agrestis,10,38,1.852,"1,28"
Mammal,Microtus oeconomus,8.055,38,2.174,"1,28"
Mammal,Miopithecus talapoin,312.5,38,0.09,"1,28"
Mammal,Mirounga angustirostris,600000,38,0.182,"1,28"
Mammal,Mirounga angustirostris,600000,38,0.182,"1,28"
Mammal,Mirounga angustirostris,600000,38,0.182,"1,28"
Mammal,Mirounga leonina,400000,38,0.141,"1,28"
Mammal,Mirounga leonina,400000,38,0.127,"1,28"
Mammal,Mirounga leonina,400000,38,0.127,"1,28"
Mammal,Mirounga leonina,400000,38,0.11,"1,28"
Mammal,Monodon monoceros,225000,38,0.063,"1,28"
Mammal,Mus musculus,4.125,38,0.435,"1,28"
Mammal,Mus musculus,5.375,38,0.435,"1,28"
Mammal,Muscardinus avellanarius,7.5,38,0.667,"1,28"
Mammal,Mustela lutreola,110,38,0.256,"1,28"
Mammal,Mustela putorius,275,38,0.435,"1,28"
Mammal,Mustela putorius,275,38,0.256,"1,28"
Mammal,Mustela vison,236.2,38,0.256,"1,28"
Mammal,Myocastor coypus,1734,38,0.435,"1,28"
Mammal,Myopus schisticolor,6.25,38,3.333,"1,28"
Mammal,Myosorex varius,2.85,38,3.333,"1,28"
Mammal,Napaeozapus insignis,5.575,38,0.667,"1,28"
Mammal,Nasua nasua,948.5,38,0.182,"1,28"
Mammal,Nasua nasua,948.5,38,0.182,"1,28"
Mammal,Neomys anomalus,4,38,1.429,"1,28"
Mammal,Neomys fodiens,3.75,38,0.909,"1,28"
Mammal,Neophocaena phocaenoides,7500,38,0.11,"1,28"
Mammal,Neotoma floridana,61.19,38,0.909,"1,28"
Mammal,Ningaui timealeyi,1.425,38,1.429,"1,28"
Mammal,Nyctereutes procyonoides,1500,38,0.233,"1,28"
Mammal,Ochotona collaris,32.25,38,0.435,"1,28"
Mammal,Ochotona dalli,18250,38,0.107,3
Mammal,Ochotona princeps,39.41,38,0.435,"1,28"
Mammal,Ochotona princeps,39.41,38,0.37,"1,28"
Mammal,Odobenus rosmarus,300000,38,0.151,"1,28"
Mammal,Odobenus rosmarus,300000,38,0.063,"1,28"
Mammal,Odobenus rosmarus,300000,38,0.063,"1,28"
Mammal,Odobenus rosmarus,300000,38,0.063,"1,28"
Mammal,Odocoileus virginianus,13880,38,0.256,"1,28"
Mammal,Odocoileus virginianus,13880,38,0.256,"1,28"
Mammal,Ondatra zibethicus,245.4,38,0.909,"1,28"
Mammal,Ondatra zibethicus,245.4,38,0.667,"1,28"
Mammal,Orcinus orca,1375000,38,0.05,"1,28"
Mammal,Orcinus orca,1375000,38,0.028,"1,28"
Mammal,Orcinus orca,1375000,38,0.025,"1,28"
Mammal,Oreamnos americanus,18130,38,0.182,"1,28"
Mammal,Oreamnos americanus,18130,38,0.141,"1,28"
Mammal,Oreamnos americanus,18130,38,0.141,"1,28"
Mammal,Ornithorhynchus anatinus,371.1,38,0.149,"1,28"
Mammal,Orycteropus afer,13090,38,0.11,"1,28"
Mammal,Oryctolagus cuniculus,395,38,0.286,"1,28"
Mammal,Oryctolagus cuniculus,395,38,0.256,"1,28"
Mammal,Oryctolagus cuniculus,395,38,0.141,"1,28"
Mammal,Oryctolagus cuniculus,537.5,38,0.286,"1,28"
Mammal,Oryctolagus cuniculus,537.5,38,0.256,"1,28"
Mammal,Oryctolagus cuniculus,537.5,38,0.141,"1,28"
Mammal,Otaria byronia,61250,38,0.127,"1,28"
Mammal,Ovibos moschatus,92130,38,0.105,"1,28"
Mammal,Ovis ammon,35000,38,0.196,"1,28"
Mammal,Ovis canadensis,18660,38,0.105,"1,28"
Mammal,Ovis dalli,18250,38,0.049,3
Mammal,Paguma hispida,16250,38,0.032,3
Mammal,Paguma larvata,1100,38,0.141,"1,28"
Mammal,Pan paniscus,8500,38,0.127,"1,28"
Mammal,Pan troglodytes,9750,38,0.055,3
Mammal,Pan troglodytes,11250,38,0.056,"1,28"
Mammal,Pan troglodytes,11250,38,0.05,"1,28"
Mammal,Pan troglodytes,11250,38,0.049,"1,28"
Mammal,Pan troglodytes,11250,38,0.042,"1,28"
Mammal,Panthera leo,39000,38,0.032,3
Mammal,Panthera leo,40370,38,0.169,"1,28"
Mammal,Panthera leo,40370,38,0.169,"1,28"
Mammal,Panthera leo,40370,38,0.087,"1,28"
Mammal,Panthera pardus,13750,38,0.213,"1,28"
Mammal,Panthera tigris,50000,38,0.169,"1,28"
Mammal,Panthera tigris,50000,38,0.097,"1,28"
Mammal,Panthera tigris,50000,38,0.096,"1,28"
Mammal,Papio hamadryas,5313,38,0.068,"1,28"
Mammal,Paradoxurus hermaphroditus,750,38,0.115,"1,28"
Mammal,Parantechinus apicalis,17.19,38,0.909,"1,28"
Mammal,Parantechinus bilarni,6.875,38,0.909,"1,28"
Mammal,Parascalops breweri,12.75,38,0.667,"1,28"
Mammal,Parascalops breweri,12.75,38,0.526,"1,28"
Mammal,Pelea capreolus,5000,38,0.256,"1,28"
Mammal,Peponocephala electra,51500,38,0.053,"1,28"
Mammal,Petauroides volans,325,38,0.435,"1,28"
Mammal,Petaurus australis,143.8,38,0.256,"1,28"
Mammal,Petaurus breviceps,31.88,38,0.182,"1,28"
Mammal,Phacochoerus aethiopicus,17750,38,0.169,"1,28"
Mammal,Phacochoerus aethiopicus,17750,38,0.135,"1,28"
Mammal,Phascolarctos cinereus,2563,38,0.196,"1,28"
Mammal,Phascolarctos cinereus,2563,38,0.149,"1,28"
Mammal,Phoca caspica,21500,38,0.072,"1,28"
Mammal,Phoca caspica,21500,38,0.053,"1,28"
Mammal,Phoca caspica,21500,38,0.05,"1,28"
Mammal,Phoca caspica,21500,38,0.05,"1,28"
Mammal,Phoca fasciata,22500,38,0.11,"1,28"
Mammal,Phoca fasciata,22500,38,0.084,"1,28"
Mammal,Phoca fasciata,22500,38,0.081,"1,28"
Mammal,Phoca groenlandica,30000,38,0.087,"1,28"
Mammal,Phoca groenlandica,30000,38,0.084,"1,28"
Mammal,Phoca groenlandica,30000,38,0.084,"1,28"
Mammal,Phoca hispida,16250,38,0.063,3
Mammal,Phoca hispida,25000,38,0.063,"1,28"
Mammal,Phoca hispida,25000,38,0.058,"1,28"
Mammal,Phoca hispida,25000,38,0.058,"1,28"
Mammal,Phoca hispida,25000,38,0.055,"1,28"
Mammal,Phoca sibirica,25000,38,0.048,"1,28"
Mammal,Phoca sibirica,25000,38,0.045,"1,28"
Mammal,Phoca sibirica,25000,38,0.045,"1,28"
Mammal,Phoca vitulina,25000,38,0.097,"1,28"
Mammal,Phoca vitulina,25000,38,0.079,"1,28"
Mammal,Phoca vitulina,25000,38,0.074,"1,28"
Mammal,Phoca vitulina,25000,38,0.063,"1,28"
Mammal,Phocoena phocoena,12500,38,0.196,"1,28"
Mammal,Phocoenoides dalli,25000,38,0.149,"1,28"
Mammal,Phocoenoides dalli,25000,38,0.115,"1,28"
Mammal,Physeter catodon,10000000,38,0.033,"1,28"
Mammal,Pithecia pithecia,343.9,38,0.182,"1,28"
Mammal,Pongo pygmaeus,12500,38,0.072,"1,28"
Mammal,Pongo pygmaeus,12500,38,0.043,"1,28"
Mammal,Pontoporia blainvillei,10000,38,0.159,"1,28"
Mammal,Potamochoerus porcus,17500,38,0.169,"1,28"
Mammal,Potamochoerus porcus,17500,38,0.127,"1,28"
Mammal,Potos flavus,408.8,38,0.087,"1,28"
Mammal,Potos flavus,408.8,38,0.087,"1,28"
Mammal,Priodontes maximus,11340,38,0.169,"1,28"
Mammal,Prionailurus bengalensis,1250,38,0.169,"1,28"
Mammal,Procavia capensis,757.5,38,0.303,"1,28"
Mammal,Procavia capensis,757.5,38,0.182,"1,28"
Mammal,Procyon cancrivorus,1737,38,0.182,"1,28"
Mammal,Procyon lotor,1381,38,0.127,"1,28"
Mammal,Proechimys semispinosus,90.13,38,1.429,"1,28"
Mammal,Pseudocheirus peregrinus,225,38,0.526,"1,28"
Mammal,Pseudocheirus peregrinus,225,38,0.435,"1,28"
Mammal,Pseudois nayaur,16000,38,0.105,"1,28"
Mammal,Pseudorca crassidens,340000,38,0.115,"1,28"
Mammal,Rangifer tarandus,21510,38,0.323,"1,28"
Mammal,Rangifer tarandus,21510,38,0.256,"1,28"
Mammal,Rangifer tarandus,21510,38,0.169,"1,28"
Mammal,Rangifer tarandus,26250,38,0.076,3
Mammal,Rangifer tarandus,26250,38,0.076,3
Mammal,Redunca fulvorufula,7375,38,0.213,"1,28"
Mammal,Rhinoceros unicornis,400000,38,0.063,"1,28"
Mammal,Rhinoceros unicornis,400000,38,0.056,"1,28"
Mammal,Rhinoceros unicornis,400000,38,0.051,"1,28"
Mammal,Rhynchocyon chrysopygus,135,38,0.667,"1,28"
Mammal,Rupicapra rupicapra,8500,38,0.219,3
Mammal,Rupicapra rupicapra,8750,38,0.127,"1,28"
Mammal,Saguinus caffer,117300,38,0.026,3
Mammal,Saguinus caffer,117300,38,0.092,3
Mammal,Saguinus caffer,117300,38,0.03,3
Mammal,Saguinus nigricollis,115.5,38,0.256,"1,28"
Mammal,Saiga tatarica,10000,38,0.256,"1,28"
Mammal,Saiga tatarica,10000,38,0.213,"1,28"
Mammal,Saimiri sciureus,185.8,38,0.12,"1,28"
Mammal,Scalopus aquaticus,22.81,38,0.909,"1,28"
Mammal,Sciurus carolinensis,126.6,38,0.204,"1,28"
Mammal,Sciurus carolinensis,126.6,38,0.108,"1,28"
Mammal,Sciurus carolinensis,126.6,38,0.107,"1,28"
Mammal,Sciurus vulgaris,75,38,0.213,"1,28"
Mammal,Setonix brachyurus,812.5,38,0.256,"1,28"
Mammal,Setonix brachyurus,812.5,38,0.256,"1,28"
Mammal,Sicista betulina,2.5,38,0.769,"1,28"
Mammal,Sminthopsis crassicaudata,3.75,38,2.381,"1,28"
Mammal,Sminthopsis crassicaudata,3.75,38,2,"1,28"
Mammal,Sorex alpinus,1.95,38,2.381,"1,28"
Mammal,Sorex araneus,2.5,38,1.429,"1,28"
Mammal,Sorex fumeus,1.925,38,3.333,"1,28"
Mammal,Sorex minutus,1.125,38,1.429,"1,28"
Mammal,Sorex vagrans,1.106,38,2.381,"1,28"
Mammal,Spilocuscus maculatus,1600,38,0.233,"1,28"
Mammal,Stenella attenuata,25000,38,0.055,"1,28"
Mammal,Stenella coeruleoalba,25000,38,0.05,"1,28"
Mammal,Suncus etruscus,0.45,38,2.381,"1,28"
Mammal,Suncus etruscus,0.45,38,1.429,"1,28"
Mammal,Suncus murinus,21.66,38,1.111,"1,28"
Mammal,Sundamys muelleri,106,38,10,"1,28"
Mammal,Sus scrofa,21560,38,0.127,"1,28"
Mammal,Sus scrofa,21560,38,0.12,"1,28"
Mammal,Sylvilagus floridanus,293.2,38,0.526,"1,28"
Mammal,Sylvilagus floridanus,293.2,38,0.526,"1,28"
Mammal,Sylvilagus floridanus,302.5,38,1.225,3
Mammal,Syncerus caffer,117300,38,0.026,3
Mammal,Syncerus caffer,145000,38,0.141,"1,28"
Mammal,Syncerus caffer,145000,38,0.097,"1,28"
Mammal,Syncerus caffer,145000,38,0.085,"1,28"
Mammal,Talpa europaea,22.5,38,0.909,"1,28"
Mammal,Talpa europaea,22.5,38,0.667,"1,28"
Mammal,Tamias striatus,27.98,38,0.909,"1,28"
Mammal,Tamiasciurus hudsonicus,47.5,38,0.437,3
Mammal,Tapirus indicus,50000,38,0.084,"1,28"
Mammal,Tapirus terrestris,51880,38,0.084,"1,28"
Mammal,Tapirus terrestris,51880,38,0.072,"1,28"
Mammal,Tarsipes rostratus,2.25,38,1.429,"1,28"
Mammal,Tarsius bancanus,30,38,0.323,"1,28"
Mammal,Taxidea taxus,1777,38,0.182,"1,28"
Mammal,Taxidea taxus,1777,38,0.182,"1,28"
Mammal,Taxidea taxus,1777,38,0.097,"1,28"
Mammal,Tayassu pecari,8058,38,0.192,"1,28"
Mammal,Tayassu pecari,8058,38,0.192,"1,28"
Mammal,Tetracerus quadricornis,4750,38,0.256,"1,28"
Mammal,Theropithecus gelada,4262,38,0.127,"1,28"
Mammal,Thomomys talpoides,32.52,38,1.852,"1,28"
Mammal,Thryonomys swinderianus,1015,38,0.617,"1,28"
Mammal,Tragelaphus imberbis,20390,38,0.256,"1,28"
Mammal,Tragelaphus imberbis,20390,38,0.169,"1,28"
Mammal,Trichechus inunguis,100000,38,0.084,"1,28"
Mammal,Trichechus manatus,62500,38,0.084,"1,28"
Mammal,Trichosurus caninus,875,38,0.213,"1,28"
Mammal,Trichosurus caninus,875,38,0.149,"1,28"
Mammal,Trichosurus caninus,875,38,0.149,"1,28"
Mammal,Trichosurus vulpecula,662.5,38,0.196,"1,28"
Mammal,Trichosurus vulpecula,662.5,38,0.196,"1,28"
Mammal,Tupaia glis,37.5,38,0.213,"1,28"
Mammal,Tursiops truncatus,43750,38,0.101,"1,28"
Mammal,Tursiops truncatus,43750,38,0.101,"1,28"
Mammal,Tursiops truncatus,43750,38,0.101,"1,28"
Mammal,Ursus arctos,34860,38,0.101,"1,28"
Mammal,Ursus arctos,34860,38,0.084,"1,28"
Mammal,Vicugna vicugna,11870,38,0.127,"1,28"
Mammal,Vombatus ursinus,6500,38,0.526,"1,28"
Mammal,Vombatus ursinus,6500,38,0.097,"1,28"
Mammal,Vulpes cana,250,38,0.256,"1,28"
Mammal,Vulpes chama,738.8,38,0.256,"1,28"
Mammal,Vulpes pallida,700,38,0.256,"1,28"
Mammal,Vulpes vulpes,1033,38,0.37,"1,28"
Mammal,Vulpes vulpes,1033,38,0.213,"1,28"
Mammal,Vulpes vulpes,1488,38,0.37,"1,28"
Mammal,Vulpes vulpes,1488,38,0.213,"1,28"
Mammal,Vulpes vulpes,1500,38,0.37,"1,28"
Mammal,Vulpes vulpes,1500,38,0.213,"1,28"
Mammal,Wallabia bicolor,3750,38,0.213,"1,28"
Mammal,Wallabia bicolor,3750,38,0.169,"1,28"
Mammal,Zalophus californianus,62500,38,0.149,"1,28"
Multicellular plant,Acacia victoriae,400,19,0.028,29
Multicellular plant,Acacia victoriae,400,19,0.201,29
Multicellular plant,Acacia victoriae,460,19,0.135,29
Multicellular plant,Acacia victoriae,510,19,0.073,29
Multicellular plant,Acacia victoriae,540,19,0.128,29
Multicellular plant,Accer saccharum,2100000,11,0.003,29
Multicellular plant,Aesculu soctandra,1800000,11,0.001,29
Multicellular plant,Alchornea costaricensis,510000,28,0.03,29
Multicellular plant,Allium tricoccum,1.1,4,0.131,29
Multicellular plant,Allium tricoccum,1.3,4,0.091,29
Multicellular plant,Allium tricoccum,1.4,4,0.336,29
Multicellular plant,Allium tricoccum,1.5,4,0.219,29
Multicellular plant,Alseis blackiana,410000,28,0.006,29
Multicellular plant,Amphibolis antarctica,0.33,19,0.584,29
Multicellular plant,Amphibolis griffithii,0.67,19,1.095,29
Multicellular plant,Antarctic phytoplanktonic,2.10E-11,1,2.482,29
Multicellular plant,Antarctic phytoplanktonic,5.10E-10,1,0.438,29
Multicellular plant,Arisae matriphyllum,0.12,8,2.555,29
Multicellular plant,Arisae matriphyllum,0.12,8,4.745,29
Multicellular plant,Arisae matriphyllum,0.22,8,1.606,29
Multicellular plant,Arisae matriphyllum,0.22,,0.329,29
Multicellular plant,Arisae matriphyllum,0.24,8,0.402,29
Multicellular plant,Arisae matriphyllum,0.25,8,2.957,29
Multicellular plant,Arisae matriphyllum,0.34,8,0.584,29
Multicellular plant,Arisae matriphyllum,0.34,8,0.803,29
Multicellular plant,Arisae matriphyllum,0.37,8,0.73,29
Multicellular plant,Arisae matriphyllum,0.37,8,2.263,29
Multicellular plant,Arisae matriphyllum,0.47,8,1.57,29
Multicellular plant,Arisae matriphyllum,0.49,8,1.022,29
Multicellular plant,Arisae matriphyllum,0.49,,1.679,29
Multicellular plant,Arisae matriphyllum,0.61,8,0.621,29
Multicellular plant,Arisae matriphyllum,0.62,8,0.84,29
Multicellular plant,Arisae matriphyllum,0.73,8,1.022,29
Multicellular plant,Arisae matriphyllum,0.74,8,0.329,29
Multicellular plant,Ascophyllum nodosum,17,10,0.475,29
Multicellular plant,Ascophyllum nodosum,23,10,0.124,29
Multicellular plant,Ascophyllum nodosum,28,10,0.584,29
Multicellular plant,Ascophyllum nodosum,36,,0.08,29
Multicellular plant,Ascophyllum nodosum,37,10,0.767,29
Multicellular plant,Ascophyllum nodosum,43,10,0.475,29
Multicellular plant,Avicennia alba,6.5,28,0.329,29
Multicellular plant,Avicennia alba,6.5,28,0.332,29
Multicellular plant,Avicennia alba,6.5,28,1.278,29
Multicellular plant,Avicennia alba,6.5,28,1.278,29
Multicellular plant,Avicennia alba,6.5,28,2.409,29
Multicellular plant,Avicennia alba,6.5,,0.913,29
Multicellular plant,Avicennia marina,39,28,0.164,29
Multicellular plant,Avicennia officinalis,13,,0.102,29
Multicellular plant,Betula alleghaniensis,1100000,,0.006,29
Multicellular plant,Brachypodium pinnatum,0.27,10,1.533,29
Multicellular plant,Brachypodium pinnatum,0.29,10,1.314,29
Multicellular plant,Brachypodium pinnatum,0.32,10,0.511,29
Multicellular plant,Bruguiera cylindrica,2.2,28,0.511,29
Multicellular plant,Camelia japonica,250000,19,0.005,29
Multicellular plant,Camelia japonica,510000,19,0.009,29
Multicellular plant,Camelia sasnqua,220000,19,0.005,29
Multicellular plant,Camelia sasnqua,560000,19,0.012,29
Multicellular plant,Camellia japonica,500000,19,0.008,29
Multicellular plant,Camellia sasanqua,530000,19,0.012,29
Multicellular plant,Carex flacca,0.19,10,0.08,29
Multicellular plant,Carex flacca,0.2,10,0.548,29
Multicellular plant,Carex flacca,0.23,10,0.223,29
Multicellular plant,Carnegiea gigantea,440,20,0.012,29
Multicellular plant,Carnegiea gigantea,710,20,0.009,29
Multicellular plant,Carnegiea gigantea,4200,20,0.011,29
Multicellular plant,Carnegiea gigantea,6100,20,0.013,29
Multicellular plant,Carpophyllum maschalocarpum,0.011,18,0.402,29
Multicellular plant,Carpophyllum maschalocarpum,4,18,1.46,29
Multicellular plant,Carulerpa prolifera,0.05,21,0.876,29
Multicellular plant,Carulerpa racemosa,0.0016,21,21.17,29
Multicellular plant,Carulerpa taxifolia,0.032,21,2.811,29
Multicellular plant,Catopsisssp.,0.023,19,0.27,29
Multicellular plant,Cecropia obtusifolia,62000,25,0.055,29
Multicellular plant,Cecropia obtusifolia,96000,25,0.237,29
Multicellular plant,Cecropia obtusifolia,220000,25,0.032,29
Multicellular plant,Cecropia obtusifolia,500000,25,0.066,29
Multicellular plant,Cecropia obtusifolia,940000,25,0.204,29
Multicellular plant,Cephalanthus occidentalis,16,,0.84,29
Multicellular plant,Ceriops tagal,3.4,28,0.321,29
Multicellular plant,Clethra occidentalis,40000,19,0.006,29
Multicellular plant,Cleyera japonica,420000,19,0.005,29
Multicellular plant,Cleyera japonica,590000,19,0.011,29
Multicellular plant,Cleyera japonica,630000,,0.009,29
Multicellular plant,Codium bursa,4.2,17,1.862,29
Multicellular plant,Codium bursa,4.2,17,2.044,29
Multicellular plant,Codium bursa,4.2,17,0.091,29
Multicellular plant,Codium fragile,7.3,15,2.665,29
Multicellular plant,Cordia alliodora,620000,28,0.047,29
Multicellular plant,Costaria costaria,39,11,8.76,29
Multicellular plant,Cymodocea nodosa,0.007,19,1.387,29
Multicellular plant,Cymodocea nodosa,0.011,17,0.657,29
Multicellular plant,Cymodocea nodosa,0.013,19,2.373,29
Multicellular plant,Cymodocea nodosa,0.018,19,2.519,29
Multicellular plant,Cymodocea nodosa,0.018,19,1.241,29
Multicellular plant,Cymodocea nodosa,0.019,19,1.059,29
Multicellular plant,Cymodocea nodosa,0.019,19,2.336,29
Multicellular plant,Cymodocea nodosa,0.022,17,0.694,29
Multicellular plant,Cymodocea nodosa,0.022,19,5.11,29
Multicellular plant,Cymodocea nodosa,0.023,19,0.365,29
Multicellular plant,Cymodocea nodosa,0.028,19,0.803,29
Multicellular plant,Cymodocea nodosa,0.03,20,0.402,29
Multicellular plant,Cymodocea nodosa,0.03,20,0.986,29
Multicellular plant,Cymodocea nodosa,0.03,20,1.205,29
Multicellular plant,Cymodocea nodosa,0.033,,0.767,29
Multicellular plant,Cymodocea nodosa,0.038,19,2.701,29
Multicellular plant,Cymodocea nodosa,0.04,20,0.694,29
Multicellular plant,Cymodocea nodosa,0.041,20,1.387,29
Multicellular plant,Cymodocea nodosa,0.049,20,0.621,29
Multicellular plant,Cymodocea nodosa,0.05,20,1.241,29
Multicellular plant,Cymodocea nodosa,0.052,19,0.584,29
Multicellular plant,Cymodocea nodosa,0.053,19,0.511,29
Multicellular plant,Cymodocea nodosa,0.07,20,1.314,29
Multicellular plant,Cymodocea nodosa,0.1,19,1.46,29
Multicellular plant,Cymodocea nodosa,0.13,17,1.205,29
Multicellular plant,Cymodocea nodosa,0.13,19,2.446,29
Multicellular plant,Cymodocea nodosa,0.13,20,0.949,29
Multicellular plant,Cymodocea nodosa,0.13,22,3.103,29
Multicellular plant,Cymodocea nodosa,0.18,17,1.387,29
Multicellular plant,Cymodocea nodosa,0.2,20,0.876,29
Multicellular plant,Cymodocea nodosa,0.25,20,1.643,29
Multicellular plant,Cymodocea nodosa,0.27,17,1.059,29
Multicellular plant,Cymodocea nodosa,0.29,17,3.65,29
Multicellular plant,Cymodocea nodosa,0.32,17,1.022,29
Multicellular plant,Cymodocea rotundata,0.12,28,0.803,29
Multicellular plant,Cymodocea serrulata,0.15,28,2.884,29
Multicellular plant,Cynoglossum officinale,2.1,10,0.767,29
Multicellular plant,Cynoglossum officinale,2.8,10,0.069,29
Multicellular plant,Cynoglossum officinale,3.8,10,0.343,29
Multicellular plant,Cystoseira humilis,0.31,18,1.497,29
Multicellular plant,Distylim racemosum,6900000,19,0.008,29
Multicellular plant,Distylim racemosum,8300000,19,0.01,29
Multicellular plant,Distylim racemosum,11000000,19,0.008,29
Multicellular plant,Dityllum brightwellii,0.000000083,,87.6,29
Multicellular plant,Dityllum brightwellii,0.000000083,,21.9,29
Multicellular plant,Drepanocladusex annulatus,0.016,12,0.245,29
Multicellular plant,Drepanocladusex annulatus,0.018,6,0.511,29
Multicellular plant,Drepanocladusex annulatus,0.019,9,0.511,29
Multicellular plant,Drymis winteri,9500,,0.01,29
Multicellular plant,Drymis winteri,17000,,0.01,29
Multicellular plant,Dryobalanops lanceolata,220000,26,0.011,29
Multicellular plant,Enhalusa coroides,2.5,28,0.234,29
Multicellular plant,Eurya japonica,52000,19,0.03,29
Multicellular plant,Eurya japonica,90000,19,0.022,29
Multicellular plant,Eurya japonica,94000,19,0.02,29
Multicellular plant,Excoecaria agallocha,2.2,28,1.022,29
Multicellular plant,Fagus grandifolia,1000000,11,0.012,29
Multicellular plant,Faramea juveniles,0.000028,28,,29
Multicellular plant,Fucus distichus,0.00073,11,3.03,29
Multicellular plant,Fucus distichus,0.0067,11,2.117,29
Multicellular plant,Fucus distichus,0.013,11,1.679,29
Multicellular plant,Fucus distichus,0.04,11,2.446,29
Multicellular plant,Fucus distichus,0.35,11,1.424,29
Multicellular plant,Fucus gardneri,0.22,13,0.511,29
Multicellular plant,Fucus gardneri,1.2,13,0.657,29
Multicellular plant,Guarea glabra,400000,28,0.01,29
Multicellular plant,Guatteria dumetorum,1200000,28,0.005,29
Multicellular plant,Gustavia superba,240000,28,0.003,29
